

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 1  

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               4 23  3  10       0.005       0.831       VALID       VALID  
               4 23  4  11      -0.004       0.819       VALID       VALID  
               4 23  5  12       0.004       0.844       VALID       VALID  
               4 23  6  13       0.000       0.819       VALID       VALID  
               4 23  7  14      -0.002       0.831       VALID       VALID  
               4 23  8  15       0.011       0.840       VALID       VALID  
               4 23  9  16       0.010       0.829       VALID       VALID  
               4 23 10  17       0.005       0.830       VALID       VALID  
               4 23 11  18       0.011       0.840       VALID       VALID  
               4 23 12  19      -0.004       0.834       VALID       VALID  
               4 23 13  1a       0.006       0.829       VALID       VALID  
               4 23 14  1b      -0.007       0.841       VALID       VALID  
               4 23 15  1c      -0.007       0.834       VALID       VALID  
               4 23 16  1d       0.007       0.836       VALID       VALID  
               4 23 17  1e      -0.001       0.835       VALID       VALID  
               4 23 18  1f       0.007       0.826       VALID       VALID  
               4 23 19  00      -0.002       0.839       VALID       VALID  
               4 23 20  01       0.007       0.845       VALID       VALID  
               4 23 21  02      -0.007       0.837       VALID       VALID  
               4 23 22  03       0.014       0.825       VALID       VALID  
               4 23 23  04       0.000       0.834       VALID       VALID  
               4 23 24  05      -0.018       0.855       VALID       VALID  
               4 23 25  06       0.002       0.839       VALID       VALID  
               4 23 26  07      -0.025       0.845       VALID       VALID  
               4 23 27  08      -0.005       0.845       VALID       VALID  
               4 23 28  09      -0.004       0.849       VALID       VALID  
               4 23 29  0a       0.006       0.814       VALID       VALID  
               4 23 30  0b       0.001       0.817       VALID       VALID  
               4 23 31  0c       0.005       0.842       VALID       VALID  
               4 23 32  0d      -0.012       0.842       VALID       VALID  
               4 23 33  0e      -0.001       0.836       VALID       VALID  
               4 23 34  0f      -0.001       0.841       VALID       VALID  
               4 23 35  10       0.000       0.837       VALID       VALID  
               4 23 36  11       0.001       0.835       VALID       VALID  
               4 23 37  12       0.009       0.851       VALID       VALID  
               4 23 38  13       0.009       0.835       VALID       VALID  
               4 23 40  14       0.000       0.840       VALID       VALID  
               4 23 41  15      -0.006       0.832       VALID       VALID  
               4 23 42  16       0.005       0.825       VALID       VALID  
               4 23 43  17       0.005       0.830       VALID       VALID  
               4 23 44  18      -0.004       0.830       VALID       VALID  
               4 23 45  19      -0.005       0.827       VALID       VALID  
               4 23 46  1a       0.002       0.832       VALID       VALID  
               4 23 47  1b       0.005       0.839       VALID       VALID  
               4 23 48  1c      -0.009       0.839       VALID       VALID  
               4 23 49  1d      -0.015       0.840       VALID       VALID  
               4 23 50  1e      -0.005       0.830       VALID       VALID  
               4 23 51  1f       0.010       0.830       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 323

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               4 23 52  00      -0.007       0.830       VALID       VALID  
               4 23 53  01       0.006       0.831       VALID       VALID  
               4 23 54  02       0.005       0.824       VALID       VALID  
               4 23 55  03      -0.004       0.835       VALID       VALID  
               4 23 56  04       0.002       0.817       VALID       VALID  
               4 23 57  05       0.005       0.839       VALID       VALID  
               4 23 58  06       0.002       0.837       VALID       VALID  
               4 23 59  07      -0.009       0.826       VALID       VALID  
               4 24  0  08       0.007       0.835       VALID       VALID  
               4 24  1  09      -0.009       0.847       VALID       VALID  
               4 24  2  0a      -0.011       0.829       VALID       VALID  
               4 24  3  0b      -0.004       0.822       VALID       VALID  
               4 24  4  0c      -0.006       0.820       VALID       VALID  
               4 24  5  0d      -0.012       0.829       VALID       VALID  
               4 24  6  0e      -0.006       0.839       VALID       VALID  
               4 24  7  0f      -0.011       0.829       VALID       VALID  
               4 24  8  10      -0.009       0.845       VALID       VALID  
               4 24  9  11      -0.004       0.820       VALID       VALID  
               4 24 10  12       0.007       0.837       VALID       VALID  
               4 24 11  13      -0.001       0.840       VALID       VALID  
               4 24 12  14       0.001       0.845       VALID       VALID  
               4 24 13  15      -0.004       0.836       VALID       VALID  
               4 24 14  16      -0.006       0.834       VALID       VALID  
               4 24 15  17      -0.001       0.830       VALID       VALID  
               4 24 16  18      -0.011       0.839       VALID       VALID  
               4 24 17  19       0.005       0.861       VALID       VALID  
               4 24 18  1a       0.004       0.831       VALID       VALID  
               4 24 19  1b       0.009       0.822       VALID       VALID  
               4 24 20  1c       0.001       0.846       VALID       VALID  
               4 24 22  1d       0.001       0.835       VALID       VALID  
               4 24 23  1e      -0.002       0.826       VALID       VALID  
               4 24 24  1f      -0.002       0.834       VALID       VALID  
               4 24 25  00       0.000       0.819       VALID       VALID  
               4 24 26  01      -0.014       0.835       VALID       VALID  
               4 24 27  02       0.005       0.837       VALID       VALID  
               4 24 28  03      -0.012       0.847       VALID       VALID  
               4 24 29  04      -0.010       0.831       VALID       VALID  
               4 24 30  05      -0.005       0.822       VALID       VALID  
               4 24 31  06       0.009       0.841       VALID       VALID  
               4 24 32  07      -0.007       0.844       VALID       VALID  
               4 24 33  08       0.000       0.837       VALID       VALID  
               4 24 34  09       0.000       0.821       VALID       VALID  
               4 24 35  0a       0.006       0.834       VALID       VALID  
